01.01.10,01.01.20,01.02.10,01.02.20,01.02.30,01.02.40,01.03.10,01.03.20,01.03.30,01.04.10,01.20.10,01.20.20,01.61.10,01.81.10,01.81.20,01.82.10,01.82.20,01.82.30,01.83.10,01.83.20,01.83.30,01.84.10,01.85.10,01.86.10,01.88.10,01.88.20,01.H,02.01.10,02.01.20,02.02.10,02.02.20,02.02.30,02.02.40,02.03.10,02.03.20,02.03.30,02.04.10,02.62.10,02.81.10,02.81.20,02.82.10,02.82.20,02.82.30,02.83.10,02.83.20,02.83.30,02.84.10,02.85.10,02.86.10,02.H,03.01.10,03.01.20,03.02.10,03.02.20,03.02.30,03.02.40,03.03.10,03.03.20,03.03.30,03.04.10,03.62.10,03.81.10,03.81.20,03.82.10,03.82.20,03.82.30,03.83.10,03.83.20,03.83.30,03.84.10,03.85.10,03.86.10,03.H,04.05.10,04.63.10,04.64.10,04.65.10,04.82.10,04.82.20,04.82.30,04.83.10,04.83.20,04.83.30,04.84.10,04.85.10,04.86.10,04.88.10,04.88.20,04.H,05.01.10,05.01.20,05.02.10,05.02.20,05.02.30,05.02.40,05.03.10,05.03.20,05.03.30,05.04.10,05.06.10,05.06.20,05.06.30,05.07.10,05.07.20,05.07.30,05.07.40,05.15.10,05.81.10,05.81.20,05.82.10,05.82.20,05.82.30,05.83.10,05.83.20,05.83.30,05.84.10,05.85.10,05.86.10,05.H,06.08.10,06.08.20,06.08.30,06.81.10,06.81.20,06.82.10,06.82.20,06.82.30,06.83.10,06.83.20,06.83.30,06.84.10,06.85.10,06.86.10,06.88.10,06.H,07.66.20,07.67.10,07.67.20,07.68.10,07.69.10,07.70.10,07.71.10,07.71.20,07.80.10,07.80.20,07.87.10,07.88.10,07.88.20,07.H,08.09.10,08.09.20,08.10.10,08.10.20,08.10.30,08.11.10,08.11.15,08.11.20,08.11.30,08.11.40,08.11.50,08.11.60,08.11.70,08.11.80,08.11.90,08.12.10,08.13.10,08.13.20,08.13.30,08.13.40,08.13.50,08.14.10,08.14.20,08.72.10,08.75.10,08.83.10,08.83.20,08.83.30,08.84.10,08.85.10,08.86.10,08.88.10,08.88.20,08.H,09.01.10,09.01.20,09.02.10,09.02.20,09.02.30,09.02.40,09.03.10,09.03.20,09.03.30,09.81.10,09.81.20,09.82.10,09.82.20,09.82.30,09.83.10,09.83.20,09.83.30,09.84.10,09.85.10,09.86.10,09.89.10,09.H,10.39.10,10.39.20,10.39.30,10.83.10,10.83.20,10.83.30,10.84.10,10.85.10,10.86.10,10.H,11.32.10,11.33.10,11.82.10,11.82.20,11.82.30,11.83.10,11.83.20,11.83.30,11.84.10,11.85.10,11.86.10,11.H,12.35.10,12.35.20,12.35.30,12.35.40,12.35.50,12.35.60,12.35.70,12.36.10,12.82.10,12.82.20,12.82.30,12.83.10,12.83.20,12.83.30,12.85.10,12.86.10,12.H,13.31.10,13.31.20,13.31.30,13.38.10,13.38.20,13.82.10,13.82.20,13.82.30,13.H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert,,van der,Laar,19710717,0344,6030,M,19970605,0518,6030,,,,,H,0518,3 A0020,,,,,,,,19970605,19970605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0518,19951201,W,,19951201,Wilgenkade,,18,,,,2492TR,,,,,,,,,,,,A,,,,,,19951201,19951202,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19720928,W,,19720928,Achillesdreef,,8,,,,3561BJ,,,,,,,,,,,,A,,,,,,19720928,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7051565258,999990925,Thea Thona K. Roshani Wouterina,,,Pietersz.,19960707,0928,6030,V,,,E,0928,1 A0163,,,,,,,,19960707,19960708,,,,,,Thea,,,Pietersz.,19750707,,,V,19960707,0928,1 A0163,,,,,,,,19960707,19960708,,,,,,,,,,,,,0928,1 A0163,,,,,,,,19960707,19960708,,0001,017,,,,,,,,,,19960707,19960708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19960707,,7,,,0004,20160901171500000,,,,,0928,19960707,W,,19960707,Nieuwstraat / Neustraße,,137,,,,6461KA,,,,,,,,,,,,A,,,,,,19960707,19960707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9518676148,999990299,Sunny,,,Tjon á Jon,19990909,a.b. KLM Antonie Fokker 7.0° NB 50.0° WL,9999,M,,,E,,,0518,19991001,Minister van Financiën,,,,,19991001,19991001,,,51,8594850302,999991966,Wei Wei,,,Tjon á Jon,19740221,687,6030,V,19990909,0518,1VA0002,,,,,,,,19990909,19990929,,4804856929,999993070,Junzhuo,,,Zhang,19780925,Guandong,6022,M,19990909,0518,1VA0002,,,,,,,,19990909,19990929,,0001,017,,,,,,,,,,19990909,19990929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19990929,,0,,,0003,20160901171500000,,,,,0599,20011201,W,,20011201,Maurickerf,,36,,,,3077XJ,,,,,,,,,,0000,19990929,G,,,,,,20011201,20011202,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2,NE9282866,20030731,B0599,20080731,,,,0599,20030805,Aanvraagformulier bijschrijving,,,,20030731,20030805,,,,,,,,,,
9518676148,,Sunny,,,Tjon á Jon,19990909,a.b. KLM Antonie Fokker 7.0° NB 50.0° WL,9999,M,,,E,0518,1VA0002,,,,,,,,19990909,19990929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0687,19990929,W,,19990929,Beenhouwerssingel,,28,,,,4331MD,,,,,,,,,,0000,19990929,A,,,,,,19990929,19990929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8618469751,999994554,Serena,,,Kooyman,20030303,0518,6030,V,,,E,,,0518,20030307,Minister van Financiën,,,,,20030307,20030307,,,51,2954918197,999991450,Catootje,,,Altena,19810921,0796,6030,V,20030303,0518,1XA0002,,,,,,,,20030303,20030305,,9510482627,999992235,Wessel,,,Kooyman,19801212,0545,6030,M,20030303,0518,1XA0002,,,,,,,,20030303,20030305,,0001,017,,,,,,,,,,20030303,20030305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030303,,0,,,0003,20160901132009000,,,,,0518,20030303,W,,20030303,Leyweg,,61,e,,,2545CC,,,,,,,,,,,,A,,,,,,20030303,20030305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R1,NG3697710,20040527,B0518,20090527,,,,0518,20040603,Aanvraagformulier bijschrijving,,,,20040527,20040603,12,,,,,,,,,
8618469751,,Serena,,,Kooyman,20030303,0518,6030,V,,,E,0518,1XA0003,,,,,,,,20030303,20030305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2,NG3775463,20040527,B0518,20090527,,,,0518,20040603,Aanvraagformulier bijschrijving,,,,20040527,20040603,,,,,,,,,,
1421051595,999993069,José,,van 't,Wiel,19710107,0344,6030,V,,,E,,,0518,19940310,PKA,,,,,19710107,19951001,,,,,,Ingrid,,,Kerkstra,19490724,0518,6030,V,19710107,,,0518,19940310,PK,,,,,19710107,19940310,,,,Jacobus,,van 't,Wiel,19500327,0518,6030,M,19710107,,,0518,19940310,PK,,,,,19710107,19940310,,0001,001,,,,,,,,,,19710107,19940310,,,,7120573620,999990615,Alex,,de,Goede,19700412,0518,6030,M,19890918,0518,6030,,,,,H,,,0518,19940311,PL gerelateerde,,,,,19940311,19951001,55,,,,,,,,,,,,,,,,,,,,19940310,0518,0,,,0004,20160901132009000,P,,,,0518,19891001,W,,19891001,Marktweg,Marktweg,21,,,,2525JA,'s-Gravenhage,0518010270021001,0518200270021001,,,,,,,,,T,,,,,,20091101,20091101,,,58,2526390935,999995170,Marjolein,,de,Goede,19900607,0518,6030,,,0518,19940312,PL gerelateerde,,,,,19940312,19951001,,59,,,,,,,,,,,,,,,,,,,,,,,PN,IV3066653,20110107,B0518,20160107,,,,0518,20110117,Aanvraagformulier,,,,20110107,20110117,12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex,,de,Goede,19700412,0518,6030,M,19890918,0518,6030,,,,,H,,,0518,19940310,PK,,,,,19890918,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0518,19891001,W,,19891001,Marktweg,,21,,,,2525JA,,,,,,,,,,,,A,,,,,,19891001,19940310,,,58,2526390935,,Marjolein,,de,Goede,19900607,0518,6030,,,0518,19940311,PL gerelateerde,,,,,19940311,19940311,,59,,,,,,,,,,,,,,,,,,,,,,,PN,F12345678,19900316,B0518,19950316,20110107,I,,0518,19940316,"Kast 1, lade 3",,,,20110107,20110107,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19710107,W,,19710107,Nathanaëlspoort,,17,,,,3511VK,,,,,,,,,,,,A,,,,,,19710107,19940310,,,,,,Marjolein,,de,Goede,19900607,0518,6030,,,0518,19940310,PK,,,,,00000000,19940310,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karel,,de,Goede,19940000,0518,6030,,,0518,19940310,PK,,,,,19940000,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5371971787,999993276,Angélie,,,Holthuizen,19510612,0363,6030,V,,,V,,,0344,19940930,PKA,,,,,19740112,19951001,,,,2435351208,,Geertruda Johanna,,,Kierkegaard,19240804,0835,6030,V,19510612,,,0344,19940930,PK,,,,,19510612,19940930,,9023064360,,Adrianus,,,Holthuizen,19270203,0363,6030,M,19510612,,,0344,19940930,PK,,,,,19510612,19940930,,0001,001,,,,,,,,,,19510612,19940930,,,,9439812757,999992442,Hubert Jozef,,,Maassen,19511217,0268,6030,M,19740112,0268,6030,,,,,H,,,0344,19940930,PK,,,,,19740112,19951001,,,,,,,,,,,,,,,,,,,,,19940930,0344,0,,,0002,20160901171500000,P,,,,0599,19970930,W,,19970930,De Kempenaerstraat,,33,b,,,3038VP,,,,,,,,,,,,I,,,,,,19970930,19971001,,,58,9602513486,999992685,Sophia Yvette,,,Maassen,19800517,0344,6030,,,0344,19940930,PK,,,,,19800517,19951001,,09,,,,,,,,,,,,,,,,,,,,,,,PN,NB9872950,20020418,B0599,20070418,,,,0599,20020423,Aanvraagformulier reisdocument,,,,20020418,20020423,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19740113,W,,19740113,Plompetorengracht,,9,,,,3512CA,,,,,,,,,,,,A,,,,,,19740113,19940930,,,,1937128798,999993380,Nicole Petra,,,Maassen,19770807,0344,6030,,,0344,19940930,PK,,,,,19770807,19951001,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083595621,999990184,Martin Gerard,,,Maassen,19750306,0344,6030,,,0344,19940930,PK,,,,,19750306,19951001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258753535,999992491,Frank N J M,,van,Zon,19510729,0772,6030,M,,,E,,,0599,19960104,Minister van Financiën,,,,,19960104,19960104,,,51,,,Straaltje,,van,Zon,19340304,0599,6030,V,19510729,,,0599,19960102,PK,,,,,19510729,19960102,,,,,,,,,,,,,,,0599,19960102,PK,,,,,19510729,19960102,,0001,001,,,0599,19960102,Nationaliteitswetgeving,,,,,19510729,19960102,,,,1972605086,999993835,Wesley,,,Beemsterboer,19500101,0262,6030,M,19971217,0363,6030,,,,,H,0363,3AA1111,,,,,,,,19971217,19971217,,,,,,,,,,,,,,,,,,,,,19960102,,0,,,0003,20160901171500000,,,,,0599,19960102,W,,19980301,Ebenhaëzerstraat,EbenhaÈezerstraat,144,,,,3083RX,Rotterdam,0599010064014401,0599200064014401,,,,,,,5014,19960102,T,,,,,,20110205,20110205,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,C10101453,19951016,C5014,20001016,,,,0000,00000000,Consulaat Zuidafrika,,,,19960102,19960102,,,,,,,,,,
1258753535,,Frank N J M,,van,Zon,19510729,0772,6030,M,,,E,,,0599,19960102,PKA,,,,,19510729,19960102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0599,19960102,W,,19980301,Ebenhaëzerstraat,,144,,,,3083RX,,,,,,,,,,5014,19960102,P,,,,,,19980301,19980302,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0599,19960102,W,,19980201,Thomas à Kempisstraat,,99,c,,,3076ZN,,,,,,,,,,5014,19960102,I,,,,,,19980201,19980202,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0599,19960102,W,,19960102,Thomas à Kempisstraat,,31,,,,3076ZM,,,,,,,,,,5014,19960102,M,,,,,,19960102,19960102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6284270870,999992995,Jan,,,Goedmut,19950101,0363,6030,M,,,E,,,0363,20071126,Gewijzigde vulling burgerservicenummer,,,,,20071126,20071126,,,51,,,Maria,,,Goedmut,19680626,0363,6030,V,19950101,0363,1AA0012,,,,,,,,19950101,19950102,,,,,,,,,,,,,0363,1AA0015,,,,,,,,19950101,19950102,,0001,017,,,,,,,,,,19950101,19950102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19950101,,0,,,0005,20160901123600000,,,,,0363,19950101,W,,19950101,Granaatstraat,,1,B,,,1074HK,,,,,,,,,,,,A,,,,,,19950101,19950102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6284270870,,Jan,,,Goedmut,19950101,0363,6030,M,,,E,0363,1AA0012,,,,,,,,19950101,19950102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485057464,999990147,Margriet,,,Buidel,19480117,0344,6030,V,,,V,,,0599,19940310,PKA,,,,,19680310,19951001,,,,,,Anja,,ten,Hove,19271123,0344,6030,V,19480117,,,0599,19940310,PK,,,,,19480117,19940310,,,,Rudolf,,,Buidel,19250627,0947,6030,M,19480117,,,0599,19940310,PK,,,,,19480117,19940310,,0001,001,,,,,,,,,,19480117,19940310,,,,2643942860,999994001,Jules,,,Overvaart,19460412,0344,6030,M,19680310,0947,6030,,,,,H,,,0599,19940310,PK,,,,,19680310,19951001,,,,,,,,,,,,,,,,,,,,,19940310,0599,0,,,0004,20160901171500000,P,,,,0599,19680401,W,,19680401,François Nivardstraat,FranËcois Nivardstraat,15,,,,3065PE,Rotterdam,0599010051001501,0599200051001501,,,,,,,,,T,,,,,,20110205,20110205,,,58,1568907568,999990226,Jeannette,,,Overvaart,19770208,0599,6030,,,0599,19940310,PK,,,,,19770208,19951001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0599,19680401,W,,19680401,François Nivardstraat,,15,,,,3065PE,,,,,,,,,,,,A,,,,,,19680401,19940310,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19480117,W,,19480117,Leidseveer,,28,,,,3511SB,,,,,,,,,,,,A,,,,,,19480117,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9751510952,999994086,Lethe,,,Olympos,19860401,0530,6030,V,,,E,,,0530,19940930,PKA,010310,20100101,,,19860401,19940930,,,,,,Pia,,,Olympos,19600215,0519,6030,V,19860401,,,0530,19940930,PK,,,,,19860401,19940930,,,,,,,,,,,,,,,0530,19940930,PK,,,,,19860401,19940930,,0001,017,,,,,,,,,,19860401,19940930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19940930,0530,0,,,0005,20160901123600000,P,,,,0530,19860401,W,,19860401,Landhoofd,,75,,,,3223DL,,,,,,,,,,,,A,,,,,,19860401,19940930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4893843925,999994013,Eveline Johanna,,,Holthuizen,19310612,0363,6030,V,,,E,,,0479,19940930,PKA,,,,,19310612,19951001,,,,3715234170,,Cornelia Francisca,,,Wiegman,19070203,1157,6030,V,19310612,,,0363,19940930,PK,,,,,19310612,19940930,,6374749384,,Adrianus Hendrikus,,,Holthuizen,19040215,1157,6030,M,19310612,,,0363,19940930,PK,,,,,19310612,19940930,,0001,001,,,,,,,,,,19310612,19940930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19940930,0479,0,,,0004,20160901123600000,P,,,,0160,20090928,W,,20090928,B v Voerst v Lyndenstr,Burgemeester Baron van Voerst van Lyndenstraat,25,,,,7783BC,Gramsbergen,0160010010025001,0160200010025001,,,,,,,,,I,,,,,,20090928,20090928,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0599,20000824,W,,20000824,Schoterboshof,,44,,,,3032CH,,,,,,,,,,,,I,,,,,,20000824,20000826,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0479,19760226,W,,19760226,Tuinstraat,,64,,,,1506VZ,,,,,,,,,,,,A,,,,,,19760226,19940930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9056089601,999990135,Gerarda Josephina,,,Kierkegaard,19281209,0835,6030,V,,,E,,,0518,19940930,PKA,,,,,19281209,19951001,,,,3461805105,999993628,Geertje,,,Huijgen,19010613,1088,6030,V,19281209,,,0518,20040405,PL gerelateerde,,,,,20040405,20040405,52,8063560646,999993859,Carolus Engelbertus Christianus,,,Kierkegaard,19000630,1088,6030,M,19281209,,,0518,20040405,PL gerelateerde,,,,,20040405,20040405,53,0001,001,,,,,,,,,,19281209,19940930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19940930,0518,0,,,0003,20160901132009000,P,,,,0518,19761206,W,,20090928,Laan van Meerdervoort,Laan van Meerdervoort,492,B,,,2563BJ,'s-Gravenhage,0518014270492002,0518204270492002,,,,,,,,,W,,,,,,20090928,20090928,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EK, T6391111,20010611,B0518,20060511,,,,0518,20010611,Aanvraagformulier reisdocument,,,,20010611,20010612,12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3461805105,,Geertje,,,Huijgen,19010613,1088,6030,V,19281209,,,0518,19940930,PK,,,,,19281209,19940930,,8063560646,,Carolus Engelbertus Christianus,,,Wesseling,19000630,1088,6030,M,19281209,,,0518,19940930,PK,,,,,19281209,19940930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0518,19761206,W,,19761206,Laan van Meerdervoort,,492,b,,,2563BJ,,,,,,,,,,,,A,,,,,,19761206,19940930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,N17449007,19960402,B0518,20010402,20010611,I,,0518,19960402,Aanvraagformulier reisdocument,,,,20010611,20010611,,,,,,,,,,
1731503625,999994669,Żáïŀëñøŕ Åłéèç Ðëļŧå,JV,'S,Streeveld,19611230,0402,6030,V,,,N,,,0599,19990413,Verzoek wijziging naamgebruik,,,,,19990413,19990415,,,51,3670852969,999990184,Maria Jacobina,,van 't,Eijt,19411230,0300,6030,V,19611230,,,0599,19980615,PL gerelateerde,,,,,19980615,19980615,52,,,Gerke,JH,'S,Streeveld,19411230,0400,6030,M,19611230,,,0599,19940315,PK,,,,,19611230,19940315,,0001,018,,,,,,,,,,20041015,20041020,,,04,,,Jacoba Magdalena,GI,te,Schaars,19650522,0012,6030,V,19990413,0014,6030,,,,,P,0014,55A0001,,,,,,,,19990413,19990415,05,,,,,,0599,19970403,Verkeerde JV Żáïŀëñøŕ Åłéèç ,,,,,19970402,19970403,,56,,,,19940315,0599,0,,,0003,20160901171500000,P,,,,0599,19920508,W,,19940508,Johan in 't Veltstraat,Johan in 't Veltstraat,4,,,,3078JG,Rotterdam,0599010063000401,0599200063000401,,,,,,,8027,19930910,T,,,,,,20110205,20110205,,,58,3438126845,999993380,Pietje,,'S,Streeveld,19971125,0344,6030,,,0599,19971201,PL gerelateerde,,,,,19971201,19971201,,59,,,,,,,,20041015,20041020,60,,,,,,,,,,19950601,19950610,61,PN,NG3697710,20041020,B0599,20091020,,,,0599,20041026,Aanvraagformulier reisdocument,,,,20041020,20041026,,1,20041020,20070101,,,0599,20041020,Gerechtelijke uitspraak,
1731503625,999994669,Żáïŀëñøŕ Åłéèç Ðëļŧå,JV,'S,Streeveld,19611230,0402,6030,V,,,E,,,0599,19960109,ambtshalve correctie,,,,,19611230,19960109,,,51,,,Maria Jacobina,,van 't,Eijt,19411230,0300,6030,V,19611230,,,0599,19960615,Kopie geboorteakte,,,,,19611230,19960615,52,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,,,,,20150131,20150131,,,54,,,Niels Jøhansen,B,thor,Bråkendæl,19611230,Tromsø,6027,M,,,,19930628,Florø,5003,O,H,,,0599,19940315,PK,,,,,19930628,19940315,55,19970402,0599,6030,0599,2XF1997,,,,060000,19970402,19970403,O,19970402,19970402,,,,,,,,,,,,,,,,,0599,19920508,W,,19940508,Johan in 't Veltstraat,,4,,,,3078JG,,,,,,,,,,8027,19930910,M,,,,,,19940508,19940508,,,58,3438126845,,Pietje,,'S,Streeveld,19971125,0344,6030,0344,1AA1111,,,,,,,,19971125,19971125,,09,13,20041201,19971201,,,,,19971201,19971203,60,,1,0599,19940401,Kennisgeving van het curateleregister,,,,,19930528,19940401,,,,,,,,,,,,,,,,,,,,,,,,,,,
